seat_id,event_id,seat_label,section,seat_price,seat_status,created_at
1951,14,R03-S13,ECONOMY,1124.25,SOLD,2024-03-22 17:57:46
1952,14,R03-S14,ECONOMY,1124.25,SOLD,2025-11-11 00:46:13
1953,14,R03-S15,ECONOMY,1124.25,SOLD,2025-06-03 13:17:03
1954,14,R03-S16,ECONOMY,1124.25,AVAILABLE,2024-06-08 16:31:40
1955,14,R03-S17,ECONOMY,1124.25,AVAILABLE,2024-05-30 21:37:14
1956,14,R03-S18,ECONOMY,1124.25,SOLD,2024-04-23 13:22:33
1957,14,R03-S19,ECONOMY,1124.25,SOLD,2024-02-04 13:40:44
1958,14,R03-S20,ECONOMY,1124.25,AVAILABLE,2024-10-24 15:25:53
1959,14,R04-S01,ECONOMY,1124.25,AVAILABLE,2025-11-09 14:34:59
1960,14,R04-S02,ECONOMY,1124.25,AVAILABLE,2025-03-08 10:05:51
1961,14,R04-S03,ECONOMY,1124.25,SOLD,2025-06-04 10:17:55
1962,14,R04-S04,ECONOMY,1124.25,SOLD,2024-12-05 15:20:24
1963,14,R04-S05,ECONOMY,1124.25,AVAILABLE,2025-11-22 12:24:45
1964,14,R04-S06,ECONOMY,1124.25,AVAILABLE,2024-07-02 20:40:29
1965,14,R04-S07,ECONOMY,1124.25,AVAILABLE,2025-10-31 18:54:49
1966,15,R01-S01,VIP,1258.2,SOLD,2024-11-26 04:39:37
1967,15,R01-S02,VIP,1258.2,AVAILABLE,2024-10-22 02:08:32
1968,15,R01-S03,VIP,1258.2,SOLD,2025-10-24 12:24:02
1969,15,R01-S04,VIP,1258.2,AVAILABLE,2025-10-06 03:37:02
1970,15,R01-S05,VIP,1258.2,SOLD,2025-07-09 12:12:51
1971,15,R01-S06,VIP,1258.2,SOLD,2024-07-07 23:51:28
1972,15,R01-S07,VIP,1258.2,AVAILABLE,2024-10-26 00:37:51
1973,15,R01-S08,VIP,1258.2,AVAILABLE,2024-12-20 20:35:32
1974,15,R01-S09,VIP,1258.2,AVAILABLE,2024-11-07 04:13:15
1975,15,R01-S10,PREMIUM,908.7,AVAILABLE,2025-09-14 21:29:02
1976,15,R01-S11,PREMIUM,908.7,AVAILABLE,2025-12-27 09:55:33
1977,15,R01-S12,PREMIUM,908.7,AVAILABLE,2024-11-25 10:45:59
1978,15,R01-S13,PREMIUM,908.7,AVAILABLE,2025-06-25 02:00:43
1979,15,R01-S14,PREMIUM,908.7,AVAILABLE,2024-07-11 19:22:15
1980,15,R01-S15,PREMIUM,908.7,AVAILABLE,2024-04-29 01:00:21
1981,15,R01-S16,PREMIUM,908.7,AVAILABLE,2024-06-03 18:06:12
1982,15,R01-S17,PREMIUM,908.7,AVAILABLE,2024-06-12 06:54:04
1983,15,R01-S18,PREMIUM,908.7,AVAILABLE,2024-10-07 11:08:31
1984,15,R01-S19,PREMIUM,908.7,SOLD,2025-08-21 05:04:09
1985,15,R01-S20,PREMIUM,908.7,AVAILABLE,2024-01-09 02:53:15
1986,15,R02-S01,PREMIUM,908.7,AVAILABLE,2024-03-25 09:04:35
1987,15,R02-S02,PREMIUM,908.7,SOLD,2025-05-16 19:04:45
1988,15,R02-S03,PREMIUM,908.7,AVAILABLE,2024-10-01 09:55:53
1989,15,R02-S04,PREMIUM,908.7,AVAILABLE,2024-02-20 04:23:55
1990,15,R02-S05,PREMIUM,908.7,SOLD,2025-08-17 20:52:03
1991,15,R02-S06,PREMIUM,908.7,AVAILABLE,2024-01-21 07:44:54
1992,15,R02-S07,PREMIUM,908.7,AVAILABLE,2025-11-07 21:24:56
1993,15,R02-S08,PREMIUM,908.7,AVAILABLE,2024-12-01 15:43:08
1994,15,R02-S09,PREMIUM,908.7,AVAILABLE,2024-10-07 18:01:55
1995,15,R02-S10,PREMIUM,908.7,SOLD,2025-12-31 07:18:49
1996,15,R02-S11,PREMIUM,908.7,AVAILABLE,2024-05-19 15:52:49
1997,15,R02-S12,PREMIUM,908.7,AVAILABLE,2024-06-26 19:47:47
1998,15,R02-S13,PREMIUM,908.7,HELD,2024-12-27 02:59:26
1999,15,R02-S14,STANDARD,699.0,AVAILABLE,2025-06-23 11:01:11
2000,15,R02-S15,STANDARD,699.0,SOLD,2024-11-23 02:56:31
2001,15,R02-S16,STANDARD,699.0,AVAILABLE,2025-08-31 13:07:57
2002,15,R02-S17,STANDARD,699.0,SOLD,2025-03-09 18:04:54
2003,15,R02-S18,STANDARD,699.0,AVAILABLE,2024-06-07 12:05:01
2004,15,R02-S19,STANDARD,699.0,SOLD,2025-03-03 07:44:22
2005,15,R02-S20,STANDARD,699.0,AVAILABLE,2025-01-26 20:35:35
2006,15,R03-S01,STANDARD,699.0,AVAILABLE,2025-03-08 14:49:49
2007,15,R03-S02,STANDARD,699.0,AVAILABLE,2025-01-31 22:03:19
2008,15,R03-S03,STANDARD,699.0,SOLD,2025-04-06 14:47:46
2009,15,R03-S04,STANDARD,699.0,AVAILABLE,2024-03-17 05:19:21
2010,15,R03-S05,STANDARD,699.0,AVAILABLE,2024-12-26 13:58:28
2011,15,R03-S06,STANDARD,699.0,AVAILABLE,2025-01-04 00:37:58
2012,15,R03-S07,STANDARD,699.0,AVAILABLE,2024-07-26 22:51:31
2013,15,R03-S08,STANDARD,699.0,AVAILABLE,2025-05-17 19:42:57
2014,15,R03-S09,STANDARD,699.0,SOLD,2024-03-15 09:59:49
2015,15,R03-S10,STANDARD,699.0,AVAILABLE,2024-01-07 08:30:20
2016,15,R03-S11,STANDARD,699.0,AVAILABLE,2024-09-28 08:31:27
2017,15,R03-S12,STANDARD,699.0,SOLD,2025-10-29 04:59:00
2018,15,R03-S13,STANDARD,699.0,AVAILABLE,2024-07-24 12:37:48
2019,15,R03-S14,STANDARD,699.0,SOLD,2025-07-05 22:26:08
2020,15,R03-S15,STANDARD,699.0,AVAILABLE,2025-08-31 11:08:18
2021,15,R03-S16,STANDARD,699.0,AVAILABLE,2024-07-19 23:24:40
2022,15,R03-S17,STANDARD,699.0,AVAILABLE,2025-03-24 12:17:06
2023,15,R03-S18,STANDARD,699.0,AVAILABLE,2025-10-03 02:05:42
2024,15,R03-S19,STANDARD,699.0,AVAILABLE,2024-06-23 19:30:47
2025,15,R03-S20,STANDARD,699.0,SOLD,2024-04-24 04:22:58
2026,15,R04-S01,STANDARD,699.0,AVAILABLE,2025-04-10 02:35:08
2027,15,R04-S02,STANDARD,699.0,AVAILABLE,2024-01-13 04:13:40
2028,15,R04-S03,STANDARD,699.0,AVAILABLE,2024-08-26 09:17:11
2029,15,R04-S04,STANDARD,699.0,SOLD,2024-10-17 20:57:23
2030,15,R04-S05,STANDARD,699.0,AVAILABLE,2024-08-27 07:12:08
2031,15,R04-S06,STANDARD,699.0,SOLD,2024-03-16 21:26:51
2032,15,R04-S07,STANDARD,699.0,AVAILABLE,2025-02-11 16:30:07
2033,15,R04-S08,STANDARD,699.0,AVAILABLE,2024-01-22 00:41:29
2034,15,R04-S09,STANDARD,699.0,AVAILABLE,2024-06-22 21:17:38
2035,15,R04-S10,STANDARD,699.0,AVAILABLE,2024-10-12 20:22:48
2036,15,R04-S11,STANDARD,699.0,AVAILABLE,2024-11-28 10:51:20
2037,15,R04-S12,STANDARD,699.0,AVAILABLE,2025-07-08 04:23:15
2038,15,R04-S13,STANDARD,699.0,AVAILABLE,2025-03-25 08:37:19
2039,15,R04-S14,STANDARD,699.0,AVAILABLE,2025-11-11 15:33:03
2040,15,R04-S15,STANDARD,699.0,HELD,2025-02-17 18:04:08
2041,15,R04-S16,STANDARD,699.0,SOLD,2025-09-01 17:16:51
2042,15,R04-S17,STANDARD,699.0,AVAILABLE,2024-09-15 21:50:04
2043,15,R04-S18,STANDARD,699.0,AVAILABLE,2024-09-11 10:16:54
2044,15,R04-S19,STANDARD,699.0,AVAILABLE,2025-08-21 12:47:52
2045,15,R04-S20,STANDARD,699.0,AVAILABLE,2024-03-02 20:21:39
2046,15,R05-S01,STANDARD,699.0,AVAILABLE,2025-08-11 04:09:39
2047,15,R05-S02,STANDARD,699.0,SOLD,2025-02-15 20:37:30
2048,15,R05-S03,STANDARD,699.0,SOLD,2025-09-27 14:20:58
2049,15,R05-S04,STANDARD,699.0,AVAILABLE,2025-03-12 05:55:14
2050,15,R05-S05,STANDARD,699.0,AVAILABLE,2025-10-07 16:04:05
2051,15,R05-S06,STANDARD,699.0,SOLD,2024-12-06 07:20:51
2052,15,R05-S07,STANDARD,699.0,SOLD,2025-12-15 03:35:28
2053,15,R05-S08,STANDARD,699.0,AVAILABLE,2024-11-13 03:22:07
2054,15,R05-S09,STANDARD,699.0,AVAILABLE,2025-08-02 20:55:04
2055,15,R05-S10,STANDARD,699.0,AVAILABLE,2025-10-21 06:51:59
2056,15,R05-S11,ECONOMY,524.25,SOLD,2024-09-20 00:24:47
2057,15,R05-S12,ECONOMY,524.25,SOLD,2025-02-19 10:26:02
2058,15,R05-S13,ECONOMY,524.25,AVAILABLE,2025-06-04 08:40:09
2059,15,R05-S14,ECONOMY,524.25,AVAILABLE,2025-10-03 23:20:11
2060,15,R05-S15,ECONOMY,524.25,AVAILABLE,2024-01-26 13:39:36
2061,15,R05-S16,ECONOMY,524.25,AVAILABLE,2025-09-25 13:25:48
2062,15,R05-S17,ECONOMY,524.25,SOLD,2025-06-26 12:31:06
2063,15,R05-S18,ECONOMY,524.25,AVAILABLE,2025-09-10 12:55:58
2064,15,R05-S19,ECONOMY,524.25,SOLD,2024-06-14 22:45:12
2065,15,R05-S20,ECONOMY,524.25,AVAILABLE,2024-03-21 01:40:03
2066,15,R06-S01,ECONOMY,524.25,AVAILABLE,2025-01-27 10:31:59
2067,15,R06-S02,ECONOMY,524.25,AVAILABLE,2025-03-19 07:26:17
2068,15,R06-S03,ECONOMY,524.25,AVAILABLE,2024-07-09 21:21:43
2069,15,R06-S04,ECONOMY,524.25,AVAILABLE,2024-04-19 13:58:55
2070,15,R06-S05,ECONOMY,524.25,AVAILABLE,2025-09-25 12:10:06
2071,15,R06-S06,ECONOMY,524.25,AVAILABLE,2024-04-02 20:34:52
2072,15,R06-S07,ECONOMY,524.25,AVAILABLE,2024-03-03 16:06:03
2073,15,R06-S08,ECONOMY,524.25,SOLD,2024-02-24 18:18:24
2074,15,R06-S09,ECONOMY,524.25,AVAILABLE,2024-08-26 16:27:50
2075,15,R06-S10,ECONOMY,524.25,SOLD,2024-10-21 23:20:30
2076,15,R06-S11,ECONOMY,524.25,AVAILABLE,2025-04-14 22:46:27
2077,15,R06-S12,ECONOMY,524.25,SOLD,2025-07-14 15:40:23
2078,15,R06-S13,ECONOMY,524.25,AVAILABLE,2025-06-25 00:36:06
2079,15,R06-S14,ECONOMY,524.25,AVAILABLE,2024-11-27 19:41:16
2080,15,R06-S15,ECONOMY,524.25,SOLD,2024-01-15 18:51:33
2081,15,R06-S16,ECONOMY,524.25,AVAILABLE,2024-08-08 15:36:10
2082,15,R06-S17,ECONOMY,524.25,AVAILABLE,2025-05-08 15:01:11
2083,15,R06-S18,ECONOMY,524.25,AVAILABLE,2025-09-07 07:43:23
2084,15,R06-S19,ECONOMY,524.25,SOLD,2024-07-21 19:08:53
2085,15,R06-S20,ECONOMY,524.25,SOLD,2024-10-13 14:27:17
2086,16,R01-S01,VIP,898.2,SOLD,2024-05-30 11:03:15
2087,16,R01-S02,VIP,898.2,SOLD,2024-06-04 23:18:45
2088,16,R01-S03,VIP,898.2,SOLD,2024-10-17 23:51:33
2089,16,R01-S04,VIP,898.2,SOLD,2025-03-07 22:32:22
2090,16,R01-S05,VIP,898.2,SOLD,2024-12-12 06:02:26
2091,16,R01-S06,VIP,898.2,SOLD,2025-01-29 06:52:23
2092,16,R01-S07,VIP,898.2,SOLD,2024-10-30 18:13:27
2093,16,R01-S08,VIP,898.2,SOLD,2025-10-29 22:36:00
2094,16,R01-S09,VIP,898.2,SOLD,2025-05-06 02:03:53
2095,16,R01-S10,PREMIUM,648.7,SOLD,2025-07-07 20:24:43
2096,16,R01-S11,PREMIUM,648.7,SOLD,2025-12-20 15:09:17
2097,16,R01-S12,PREMIUM,648.7,SOLD,2025-02-12 09:21:45
2098,16,R01-S13,PREMIUM,648.7,SOLD,2025-12-21 19:19:23
2099,16,R01-S14,PREMIUM,648.7,SOLD,2024-08-12 09:16:24
2100,16,R01-S15,PREMIUM,648.7,SOLD,2024-12-24 17:19:47
2101,16,R01-S16,PREMIUM,648.7,SOLD,2025-12-20 01:51:20
2102,16,R01-S17,PREMIUM,648.7,SOLD,2024-04-19 04:47:47
2103,16,R01-S18,PREMIUM,648.7,SOLD,2025-01-08 07:03:15
2104,16,R01-S19,PREMIUM,648.7,SOLD,2025-02-25 02:49:28
2105,16,R01-S20,PREMIUM,648.7,SOLD,2025-05-10 21:08:54
2106,16,R02-S01,PREMIUM,648.7,SOLD,2024-04-10 10:08:01
2107,16,R02-S02,PREMIUM,648.7,SOLD,2025-11-23 12:48:18
2108,16,R02-S03,PREMIUM,648.7,SOLD,2024-09-08 10:27:58
2109,16,R02-S04,PREMIUM,648.7,SOLD,2024-12-06 10:12:05
2110,16,R02-S05,PREMIUM,648.7,SOLD,2024-10-28 10:35:01
2111,16,R02-S06,PREMIUM,648.7,SOLD,2025-08-07 07:33:26
2112,16,R02-S07,PREMIUM,648.7,SOLD,2024-01-28 15:28:44
2113,16,R02-S08,PREMIUM,648.7,SOLD,2025-04-14 06:48:57
2114,16,R02-S09,PREMIUM,648.7,SOLD,2024-06-10 06:21:37
2115,16,R02-S10,PREMIUM,648.7,SOLD,2024-07-23 00:21:34
2116,16,R02-S11,PREMIUM,648.7,SOLD,2025-05-31 01:05:11
2117,16,R02-S12,PREMIUM,648.7,SOLD,2024-08-31 19:26:53
2118,16,R02-S13,PREMIUM,648.7,SOLD,2025-09-02 01:04:43
2119,16,R02-S14,PREMIUM,648.7,SOLD,2024-09-19 05:07:01
2120,16,R02-S15,STANDARD,499.0,SOLD,2025-03-22 16:41:06
2121,16,R02-S16,STANDARD,499.0,SOLD,2024-03-03 01:01:25
2122,16,R02-S17,STANDARD,499.0,SOLD,2025-11-23 21:56:50
2123,16,R02-S18,STANDARD,499.0,SOLD,2025-12-26 17:14:57
2124,16,R02-S19,STANDARD,499.0,SOLD,2024-05-27 22:08:48
2125,16,R02-S20,STANDARD,499.0,SOLD,2025-05-25 22:39:59
2126,16,R03-S01,STANDARD,499.0,SOLD,2024-08-14 07:03:53
2127,16,R03-S02,STANDARD,499.0,SOLD,2024-02-16 15:30:02
2128,16,R03-S03,STANDARD,499.0,SOLD,2025-06-28 15:44:41
2129,16,R03-S04,STANDARD,499.0,SOLD,2024-07-06 07:53:12
2130,16,R03-S05,STANDARD,499.0,SOLD,2024-04-16 01:33:12
2131,16,R03-S06,STANDARD,499.0,SOLD,2025-05-11 16:50:39
2132,16,R03-S07,STANDARD,499.0,SOLD,2024-11-04 11:12:24
2133,16,R03-S08,STANDARD,499.0,SOLD,2025-11-17 17:11:33
2134,16,R03-S09,STANDARD,499.0,SOLD,2025-08-01 20:33:00
2135,16,R03-S10,STANDARD,499.0,SOLD,2024-01-01 13:41:29
2136,16,R03-S11,STANDARD,499.0,SOLD,2024-09-18 02:44:59
2137,16,R03-S12,STANDARD,499.0,SOLD,2025-11-27 23:36:19
2138,16,R03-S13,STANDARD,499.0,SOLD,2024-09-10 06:03:31
2139,16,R03-S14,STANDARD,499.0,SOLD,2025-07-16 14:07:10
2140,16,R03-S15,STANDARD,499.0,SOLD,2024-09-14 13:09:50
2141,16,R03-S16,STANDARD,499.0,SOLD,2025-07-05 13:27:37
2142,16,R03-S17,STANDARD,499.0,SOLD,2025-09-11 20:59:14
2143,16,R03-S18,STANDARD,499.0,SOLD,2025-06-06 00:37:09
2144,16,R03-S19,STANDARD,499.0,SOLD,2025-07-21 18:34:25
2145,16,R03-S20,STANDARD,499.0,SOLD,2025-09-28 14:24:20
2146,16,R04-S01,STANDARD,499.0,SOLD,2025-06-14 16:51:48
2147,16,R04-S02,STANDARD,499.0,SOLD,2025-03-10 12:32:06
2148,16,R04-S03,STANDARD,499.0,SOLD,2025-01-05 02:09:08
2149,16,R04-S04,STANDARD,499.0,SOLD,2024-05-15 18:57:18
2150,16,R04-S05,STANDARD,499.0,SOLD,2024-07-14 05:50:13
2151,16,R04-S06,STANDARD,499.0,SOLD,2025-03-06 09:44:28
2152,16,R04-S07,STANDARD,499.0,SOLD,2024-04-02 12:49:23
2153,16,R04-S08,STANDARD,499.0,SOLD,2024-06-17 15:56:17
2154,16,R04-S09,STANDARD,499.0,SOLD,2025-12-09 13:03:27
2155,16,R04-S10,STANDARD,499.0,SOLD,2025-04-10 10:41:16
2156,16,R04-S11,STANDARD,499.0,SOLD,2024-12-30 00:14:40
2157,16,R04-S12,STANDARD,499.0,SOLD,2024-05-18 17:09:41
2158,16,R04-S13,STANDARD,499.0,SOLD,2024-01-27 00:30:19
2159,16,R04-S14,STANDARD,499.0,SOLD,2025-02-26 18:06:09
2160,16,R04-S15,STANDARD,499.0,SOLD,2025-10-27 09:52:16
2161,16,R04-S16,STANDARD,499.0,SOLD,2025-07-20 01:43:25
2162,16,R04-S17,STANDARD,499.0,SOLD,2025-03-27 23:26:32
2163,16,R04-S18,STANDARD,499.0,SOLD,2025-07-26 17:27:52
2164,16,R04-S19,STANDARD,499.0,SOLD,2025-04-17 08:45:51
2165,16,R04-S20,STANDARD,499.0,SOLD,2025-02-14 00:38:45
2166,16,R05-S01,STANDARD,499.0,SOLD,2024-04-15 00:01:33
2167,16,R05-S02,STANDARD,499.0,SOLD,2025-07-08 19:59:59
2168,16,R05-S03,STANDARD,499.0,SOLD,2025-07-04 21:52:51
2169,16,R05-S04,STANDARD,499.0,SOLD,2025-01-30 03:03:43
2170,16,R05-S05,STANDARD,499.0,SOLD,2025-12-13 22:36:01
2171,16,R05-S06,STANDARD,499.0,SOLD,2025-10-19 15:36:26
2172,16,R05-S07,STANDARD,499.0,SOLD,2024-12-02 07:42:53
2173,16,R05-S08,STANDARD,499.0,SOLD,2024-02-15 12:31:18
2174,16,R05-S09,STANDARD,499.0,SOLD,2024-07-05 18:33:04
2175,16,R05-S10,STANDARD,499.0,SOLD,2025-09-12 05:59:25
2176,16,R05-S11,STANDARD,499.0,SOLD,2024-11-04 11:34:53
2177,16,R05-S12,STANDARD,499.0,SOLD,2024-08-06 07:04:32
2178,16,R05-S13,ECONOMY,374.25,SOLD,2024-10-28 14:17:26
2179,16,R05-S14,ECONOMY,374.25,SOLD,2024-06-13 15:37:59
2180,16,R05-S15,ECONOMY,374.25,SOLD,2025-10-20 12:28:04
2181,16,R05-S16,ECONOMY,374.25,SOLD,2025-09-28 10:23:33
2182,16,R05-S17,ECONOMY,374.25,SOLD,2025-11-04 06:02:25
2183,16,R05-S18,ECONOMY,374.25,SOLD,2024-06-17 02:28:31
2184,16,R05-S19,ECONOMY,374.25,SOLD,2024-05-26 06:21:05
2185,16,R05-S20,ECONOMY,374.25,SOLD,2025-02-20 22:27:42
2186,16,R06-S01,ECONOMY,374.25,SOLD,2024-12-06 03:36:27
2187,16,R06-S02,ECONOMY,374.25,SOLD,2024-02-12 21:07:41
2188,16,R06-S03,ECONOMY,374.25,SOLD,2025-11-23 12:20:22
2189,16,R06-S04,ECONOMY,374.25,SOLD,2024-01-11 00:45:10
2190,16,R06-S05,ECONOMY,374.25,SOLD,2025-09-03 02:50:47
2191,16,R06-S06,ECONOMY,374.25,SOLD,2025-02-16 21:09:51
2192,16,R06-S07,ECONOMY,374.25,SOLD,2024-09-06 20:55:31
2193,16,R06-S08,ECONOMY,374.25,SOLD,2025-09-12 06:36:02
2194,16,R06-S09,ECONOMY,374.25,SOLD,2025-12-11 18:16:29
2195,16,R06-S10,ECONOMY,374.25,SOLD,2025-07-11 07:10:49
2196,16,R06-S11,ECONOMY,374.25,SOLD,2025-07-04 04:03:28
2197,16,R06-S12,ECONOMY,374.25,SOLD,2024-02-09 04:20:58
2198,16,R06-S13,ECONOMY,374.25,SOLD,2025-10-29 22:25:53
2199,16,R06-S14,ECONOMY,374.25,SOLD,2024-04-30 23:44:47
2200,16,R06-S15,ECONOMY,374.25,SOLD,2024-05-16 21:50:37
2201,16,R06-S16,ECONOMY,374.25,SOLD,2024-11-25 10:32:40
2202,16,R06-S17,ECONOMY,374.25,SOLD,2025-08-19 12:03:43
2203,16,R06-S18,ECONOMY,374.25,SOLD,2025-07-18 01:11:00
2204,16,R06-S19,ECONOMY,374.25,SOLD,2025-10-21 22:27:14
2205,16,R06-S20,ECONOMY,374.25,SOLD,2025-03-05 05:38:53
2206,16,R07-S01,ECONOMY,374.25,SOLD,2024-01-08 17:48:42
2207,16,R07-S02,ECONOMY,374.25,SOLD,2024-10-14 12:10:17
2208,16,R07-S03,ECONOMY,374.25,SOLD,2024-09-14 22:00:58
2209,17,R01-S01,VIP,2158.2,AVAILABLE,2024-11-21 08:14:37
2210,17,R01-S02,VIP,2158.2,SOLD,2024-06-10 20:03:33
2211,17,R01-S03,VIP,2158.2,AVAILABLE,2025-01-28 04:42:25
2212,17,R01-S04,VIP,2158.2,SOLD,2024-12-22 06:12:50
2213,17,R01-S05,VIP,2158.2,AVAILABLE,2024-03-01 15:20:41
2214,17,R01-S06,VIP,2158.2,AVAILABLE,2024-11-30 15:20:38
2215,17,R01-S07,PREMIUM,1558.7,AVAILABLE,2024-08-29 21:30:34
2216,17,R01-S08,PREMIUM,1558.7,SOLD,2024-03-01 10:09:10
2217,17,R01-S09,PREMIUM,1558.7,AVAILABLE,2024-11-29 17:28:05
2218,17,R01-S10,PREMIUM,1558.7,SOLD,2025-06-25 11:30:38
2219,17,R01-S11,PREMIUM,1558.7,SOLD,2024-05-05 22:51:55
2220,17,R01-S12,PREMIUM,1558.7,HELD,2025-02-10 13:10:41
2221,17,R01-S13,PREMIUM,1558.7,AVAILABLE,2024-10-07 00:07:12
2222,17,R01-S14,PREMIUM,1558.7,SOLD,2025-10-31 15:04:45
2223,17,R01-S15,PREMIUM,1558.7,HELD,2025-11-04 05:35:31
2224,17,R01-S16,PREMIUM,1558.7,SOLD,2025-10-31 11:09:36
2225,17,R01-S17,PREMIUM,1558.7,SOLD,2025-09-17 06:21:41
2226,17,R01-S18,PREMIUM,1558.7,SOLD,2025-06-17 12:58:10
2227,17,R01-S19,PREMIUM,1558.7,AVAILABLE,2024-05-06 23:14:54
2228,17,R01-S20,PREMIUM,1558.7,AVAILABLE,2024-01-25 23:27:06
2229,17,R02-S01,PREMIUM,1558.7,AVAILABLE,2024-10-24 06:11:26
2230,17,R02-S02,PREMIUM,1558.7,SOLD,2025-01-28 03:25:57
2231,17,R02-S03,STANDARD,1199.0,AVAILABLE,2025-06-16 12:00:54
2232,17,R02-S04,STANDARD,1199.0,AVAILABLE,2024-10-31 09:57:03
2233,17,R02-S05,STANDARD,1199.0,SOLD,2025-08-12 06:31:36
2234,17,R02-S06,STANDARD,1199.0,SOLD,2024-02-26 05:40:18
2235,17,R02-S07,STANDARD,1199.0,SOLD,2024-02-23 23:06:57
2236,17,R02-S08,STANDARD,1199.0,AVAILABLE,2024-06-23 21:28:25
2237,17,R02-S09,STANDARD,1199.0,AVAILABLE,2024-12-13 21:36:12
2238,17,R02-S10,STANDARD,1199.0,AVAILABLE,2025-08-07 00:43:01
2239,17,R02-S11,STANDARD,1199.0,AVAILABLE,2024-12-14 18:30:52
2240,17,R02-S12,STANDARD,1199.0,AVAILABLE,2024-01-01 06:36:40
2241,17,R02-S13,STANDARD,1199.0,AVAILABLE,2024-08-27 04:29:24
2242,17,R02-S14,STANDARD,1199.0,HELD,2025-07-06 14:49:10
2243,17,R02-S15,STANDARD,1199.0,AVAILABLE,2024-06-09 08:12:21
2244,17,R02-S16,STANDARD,1199.0,SOLD,2025-04-25 22:42:42
2245,17,R02-S17,STANDARD,1199.0,AVAILABLE,2025-06-29 22:42:04
2246,17,R02-S18,STANDARD,1199.0,SOLD,2025-11-08 23:18:00
2247,17,R02-S19,STANDARD,1199.0,SOLD,2024-09-04 00:26:38
2248,17,R02-S20,STANDARD,1199.0,AVAILABLE,2024-10-08 13:08:54
2249,17,R03-S01,STANDARD,1199.0,AVAILABLE,2024-09-18 04:02:07
2250,17,R03-S02,STANDARD,1199.0,HELD,2025-09-02 14:11:48
2251,17,R03-S03,STANDARD,1199.0,SOLD,2025-03-03 04:57:16
2252,17,R03-S04,STANDARD,1199.0,AVAILABLE,2024-12-08 23:44:57
2253,17,R03-S05,STANDARD,1199.0,SOLD,2025-10-21 18:48:23
2254,17,R03-S06,STANDARD,1199.0,SOLD,2024-05-24 23:17:21
2255,17,R03-S07,STANDARD,1199.0,AVAILABLE,2024-05-28 19:17:45
2256,17,R03-S08,STANDARD,1199.0,AVAILABLE,2024-10-29 12:21:43
2257,17,R03-S09,STANDARD,1199.0,AVAILABLE,2024-07-22 14:28:51
2258,17,R03-S10,STANDARD,1199.0,AVAILABLE,2025-10-06 07:24:28
2259,17,R03-S11,STANDARD,1199.0,SOLD,2024-07-02 00:29:06
2260,17,R03-S12,STANDARD,1199.0,SOLD,2024-12-19 15:47:51
2261,17,R03-S13,STANDARD,1199.0,AVAILABLE,2024-04-11 11:30:23
2262,17,R03-S14,STANDARD,1199.0,SOLD,2024-10-01 22:30:42
2263,17,R03-S15,STANDARD,1199.0,AVAILABLE,2024-01-24 18:14:25
2264,17,R03-S16,STANDARD,1199.0,AVAILABLE,2025-03-21 20:19:31
2265,17,R03-S17,STANDARD,1199.0,HELD,2025-11-02 19:32:47
2266,17,R03-S18,STANDARD,1199.0,AVAILABLE,2024-08-22 09:14:19
2267,17,R03-S19,STANDARD,1199.0,SOLD,2024-05-30 15:24:53
2268,17,R03-S20,STANDARD,1199.0,SOLD,2025-05-14 20:25:38
2269,17,R04-S01,ECONOMY,899.25,AVAILABLE,2025-04-09 01:58:08
2270,17,R04-S02,ECONOMY,899.25,AVAILABLE,2025-03-09 21:05:57
2271,17,R04-S03,ECONOMY,899.25,AVAILABLE,2024-05-17 04:05:06
2272,17,R04-S04,ECONOMY,899.25,SOLD,2025-07-31 15:50:37
2273,17,R04-S05,ECONOMY,899.25,AVAILABLE,2025-12-30 08:53:59
2274,17,R04-S06,ECONOMY,899.25,SOLD,2024-07-28 18:54:39
2275,17,R04-S07,ECONOMY,899.25,AVAILABLE,2025-02-16 03:05:58
2276,17,R04-S08,ECONOMY,899.25,AVAILABLE,2025-10-09 12:33:56
2277,17,R04-S09,ECONOMY,899.25,SOLD,2024-08-24 01:12:46
2278,17,R04-S10,ECONOMY,899.25,AVAILABLE,2025-09-06 07:46:20
2279,17,R04-S11,ECONOMY,899.25,AVAILABLE,2024-03-22 18:12:19
2280,17,R04-S12,ECONOMY,899.25,AVAILABLE,2025-10-20 19:24:26
2281,17,R04-S13,ECONOMY,899.25,HELD,2025-11-07 15:34:16
2282,17,R04-S14,ECONOMY,899.25,AVAILABLE,2024-09-26 14:36:27
2283,17,R04-S15,ECONOMY,899.25,AVAILABLE,2025-12-02 06:33:34
2284,17,R04-S16,ECONOMY,899.25,AVAILABLE,2024-09-21 21:53:32
2285,17,R04-S17,ECONOMY,899.25,HELD,2024-05-14 07:17:45
2286,17,R04-S18,ECONOMY,899.25,AVAILABLE,2024-11-01 09:29:20
2287,17,R04-S19,ECONOMY,899.25,AVAILABLE,2025-07-18 07:17:38
2288,17,R04-S20,ECONOMY,899.25,SOLD,2024-03-18 03:49:55
2289,18,R01-S01,VIP,2698.2,AVAILABLE,2025-08-23 04:40:54
2290,18,R01-S02,VIP,2698.2,AVAILABLE,2024-05-03 22:02:00
2291,18,R01-S03,VIP,2698.2,SOLD,2024-07-01 10:47:34
2292,18,R01-S04,VIP,2698.2,AVAILABLE,2024-10-05 07:43:50
